-3568368.233355594	3322882.1288971365
381791031.2978168	-296832488.44491273
-1.0236975095985208	-1.0520573140257345
-189331.77277678958	-7941.561918588114
12501913.078611452	-10071623.767223828
1.2234984608930177	-1.725688300375844
-0.5118948243090935	-1.874390961695914
-2677.717594597892	309.2494018913319
23283460.3230452	-21046534.86837273
-1525.3272159423875	-637.749799635979
-552575.9393193813	1354996.1126040774
127642778.9901618	-117382349.6054878
474654513.7484933	928894735.5742874
-3.8407860676761665	-2.5600483205199267
-0.275101488880621	-0.9742089076863542
-875.9801591025087	1645.600201824664
39625.08763756356	-21875.165148012948
8301.688222038492	14041.937479940292
-1.2041803098824024	1.3429109103697152
114577.40802067486	-559149.9535099578
